Unit,Finance_ID,Unit Name, FY 2021 Ending Budget , FY 2022 Proposed Budget , Budget  FY 22 V. FY 20 Ending , FY 2021 Budgeted Positions , FY 2022 Approved Positions , Positions FY 21 V. FY 20 , FY 2020 Ending Budget , FY 2020 Budgeted Positions , FY 2020 Annualized Budget , Budget Difference FY 21 V. FY 20 ,New Budget FTE
U29141,29141,Galileo Scholastic Academy Of Math & Science," 67,58,713 "," 63,22,817 "," (4,35,896)", 53 , 56 , 3 ," 58,61,117 ", 53 , -   ," (4,35,896)",55.5
U26351,26351,Genevieve Melody School," 61,52,864 "," 58,61,353 "," (2,91,511)", 54 , 55 , 1 ," 51,95,683 ", 50 , -   ," (2,91,511)",55
U22081,22081,George Armstrong Elementary School," 1,29,43,476 "," 1,26,43,365 "," (3,00,110)", 109 , 114 , 5 ," 1,18,36,569 ", 113 , -   ," (3,00,110)",114
U24421,24421,George B McClellan Elementary School," 55,07,970 "," 55,42,064 "," 34,094 ", 58 , 60 , 2 ," 46,92,083 ", 50 , -   ," 34,094 ",59.5
U25571,25571,George B Swift Specialty School," 75,20,837 "," 74,45,991 "," (74,846)", 71 , 76 , 5 ," 67,56,330 ", 70 , -   ," (74,846)",75.5
U22651,22651,George F Cassell School," 54,53,105 "," 53,02,948 "," (1,50,157)", 50 , 54 , 4 ," 47,94,475 ", 47 , -   ," (1,50,157)",53.5
U46391,46391,George Henry Corliss High School," 57,19,485 "," 59,19,656 "," 2,00,172 ", 51 , 56 , 5 ," 51,39,365 ", 50 , -   ," 2,00,172 ",55.5
U26391,26391,George Leland Elementary School," 56,59,000 "," 58,82,784 "," 2,23,784 ", 53 , 54 , 1 ," 48,94,435 ", 45 , -   ," 2,23,784 ",54
U25041,25041,George M Pullman School," 46,07,367 "," 46,01,472 "," (5,895)", 43 , 47 , 4 ," 40,78,816 ", 43 , -   ," (5,895)",47
U24311,24311,George Manierre School," 52,28,348 "," 51,27,933 "," (1,00,415)", 45 , 45 , -   ," 48,40,779 ", 48 , -   ," (1,00,415)",45
U22191,22191,George Rogers Clark Elementary School," 32,08,407 "," 31,77,632 "," (30,775)", 31 , 30 , (1)," 27,68,218 ", 26 , -   ," (30,775)",30
U23061,23061,George W Curtis Elementary School," 55,95,245 "," 52,87,153 "," (3,08,092)", 53 , 53 , -   ," 51,52,752 ", 57 , -   ," (3,08,092)",53
U25621,25621,George W Tilton School," 43,34,894 "," 41,33,447 "," (2,01,447)", 40 , 40 , -   ," 36,24,236 ", 36 , -   ," (2,01,447)",40
U22621,22621,George Washington Carver Elementary School," 59,03,009 "," 56,39,166 "," (2,63,843)", 52 , 53 , 1 ," 49,16,254 ", 45 , -   ," (2,63,843)",53
U46331,46331,George Washington High School," 1,62,10,296 "," 1,58,22,501 "," (3,87,795)", 149 , 156 , 7 ," 1,39,67,686 ", 148 , -   ," (3,87,795)",156
U25771,25771,George Washington School," 77,94,431 "," 71,70,467 "," (6,23,964)", 66 , 65 , (1)," 70,68,963 ", 69 , -   ," (6,23,964)",64.5
U53071,53071,George Westinghouse Career Academy," 1,31,21,828 "," 1,27,81,184 "," (3,40,644)", 116 , 119 , 3 ," 1,11,57,902 ", 109 , -   ," (3,40,644)",118.5
U29071,29071,Gerald Delgado Kanoon Magnet School," 65,71,288 "," 60,27,135 "," (5,44,154)", 54 , 53 , (1)," 55,66,930 ", 55 , -   ," (5,44,154)",53
U69536,69536,German School of Chicago," 87,405 ", -   ," (87,405)", -   , -   , -   ," 2,787 ", -   , -   ," (87,405)",0
U69318,69318,Good Shephard (East), 600 , -   , (600), -   , -   , -   ," 2,636 ", -   , -   , (600),0
U69313,69313,Grace Lutheran School," 43,371 ", -   ," (43,371)", -   , -   , -   ," 14,177 ", -   , -   ," (43,371)",0
U12625,12625,Grant Funded Programs Office - City Wide," 48,01,002 "," 3,83,28,199 "," 3,35,27,197 ", 10 , 10 , -   ," 51,90,937 ", 10 , -   ," 3,35,27,197 ",10
U66951,66951,Great Lakes Academy Charter School," 56,65,901 "," 62,71,358 "," 6,05,457 ", 2 , 2 , -   ," 48,52,669 ", 2 , -   ," 6,05,457 ",2
U55171,55171,Greater Lawndale High School for Social Justice," 47,78,742 "," 47,72,869 "," (5,873)", 46 , 48 , 2 ," 38,17,800 ", 41 , -   ," (5,873)",48
U69307,69307,Greater Rock Gifted Learning Academy," 3,837 ", -   ," (3,837)", -   , -   , -   , -   , -   , -   ," (3,837)",0
U22741,22741,Grover Cleveland School," 77,62,085 "," 73,86,075 "," (3,76,010)", 71 , 70 , (1)," 68,08,567 ", 67 , -   ," (3,76,010)",70
U46341,46341,Gurdon S Hubbard High School," 1,91,49,220 "," 1,81,31,816 "," (10,17,404)", 156 , 160 , 4 ," 1,69,93,948 ", 162 , -   ," (10,17,404)",160
U47051,47051,Gwendolyn Brooks High School," 1,13,75,414 "," 1,08,13,109 "," (5,62,306)", 96 , 100 , 4 ," 96,76,572 ", 92 , -   ," (5,62,306)",99.5
U46021,46021,Hancock High School," 1,03,22,017 "," 1,00,55,215 "," (2,66,802)", 83 , 89 , 6 ," 90,16,219 ", 82 , -   ," (2,66,802)",89
U69141,69141,Hanna Sachs Bias Yaakov High School Of Chicago," 1,80,307 ", -   ," (1,80,307)", -   , -   , -   ," 84,867 ", -   , -   ," (1,80,307)",0
U25431,25431,Hannah G Solomon School," 49,57,753 "," 47,32,764 "," (2,24,989)", 50 , 48 , (2)," 42,16,535 ", 45 , -   ," (2,24,989)",48
U24461,24461,Hanson Park School," 1,79,27,002 "," 1,73,11,715 "," (6,15,286)", 168 , 167 , (1)," 1,65,05,993 ", 167 , -   ," (6,15,286)",167
U51021,51021,Harlan Community Academy High School," 54,80,599 "," 55,40,555 "," 59,956 ", 48 , 50 , 2 ," 52,09,784 ", 49 , -   ," 59,956 ",49.5
U24921,24921,Harold Washington School," 45,31,721 "," 42,80,144 "," (2,51,576)", 42 , 41 , (1)," 38,57,404 ", 35 , -   ," (2,51,576)",41
U46151,46151,Harper High School," 24,68,321 "," 86,799 "," (23,81,522)", 20 , -   , (20)," 26,93,274 ", 25 , -   ," (23,81,522)",0
U25521,25521,Harriet Beecher Stowe School," 75,82,907 "," 73,82,863 "," (2,00,044)", 73 , 75 , 3 ," 66,79,710 ", 71 , -   ," (2,00,044)",75
U29271,29271,Harriet E Sayre Language Academy," 58,31,004 "," 58,46,139 "," 15,135 ", 57 , 60 , 4 ," 46,86,732 ", 51 , -   ," 15,135 ",60
U22031,22031,Harriet Tubman Elementary School," 60,37,346 "," 57,16,030 "," (3,21,316)", 54 , 54 , -   ," 54,90,819 ", 54 , -   ," (3,21,316)",53.5
U29131,29131,Hawthorne Scholastic Academy," 63,00,302 "," 58,98,949 "," (4,01,353)", 53 , 56 , 3 ," 55,88,954 ", 52 , -   ," (4,01,353)",56
U24891,24891,Helen C Peirce School Of International Studies," 1,27,06,963 "," 1,14,21,179 "," (12,85,784)", 117 , 110 , (8)," 1,07,12,792 ", 107 , -   ," (12,85,784)",109.5
U23711,23711,Helen M Hefferan School," 46,56,849 "," 44,13,839 "," (2,43,010)", 45 , 43 , (2)," 40,13,531 ", 39 , -   ," (2,43,010)",43
U23591,23591,Helge A Haugan School," 1,15,55,655 "," 1,05,93,772 "," (9,61,883)", 106 , 100 , (6)," 1,03,95,085 ", 102 , -   ," (9,61,883)",100
U22731,22731,Henry Clay Elementary School," 72,20,080 "," 71,94,243 "," (25,837)", 64 , 66 , 2 ," 62,99,704 ", 61 , -   ," (25,837)",65.5
U24221,24221,Henry D Lloyd School," 1,02,68,313 "," 97,03,001 "," (5,65,312)", 90 , 91 , 1 ," 91,64,178 ", 90 , -   ," (5,65,312)",91
U24641,24641,Henry H Nash School," 36,94,008 "," 38,13,413 "," 1,19,405 ", 38 , 38 , -   ," 30,41,379 ", 29 , -   ," 1,19,405 ",38
U26281,26281,Henry O Tanner School," 52,27,980 "," 50,89,813 "," (1,38,167)", 48 , 47 , (1)," 45,24,370 ", 44 , -   ," (1,38,167)",47
U22761,22761,Henry R Clissold School," 67,04,168 "," 66,95,167 "," (9,001)", 67 , 72 , 5 ," 58,26,167 ", 61 , -   ," (9,001)",71.5
U25441,25441,Herbert Spencer Math & Science Academy," 61,09,050 "," 57,80,255 "," (3,28,794)", 57 , 57 , -   ," 54,92,958 ", 57 , -   ," (3,28,794)",57
U69605,69605,Heritage Leadership Academy," 68,342 ", -   ," (68,342)", -   , -   , -   ," 5,982 ", -   , -   ," (68,342)",0
U69595,69595,Hillel Torah," 68,080 ", -   ," (68,080)", -   , -   , -   ," 72,483 ", -   , -   ," (68,080)",0
U22221,22221,Hiram H Belding School," 64,43,000 "," 59,40,143 "," (5,02,856)", 58 , 55 , (3)," 55,94,494 ", 56 , -   ," (5,02,856)",55
U69124,69124,Holy Angels School," 78,533 ", -   ," (78,533)", -   , -   , -   ," 13,568 ", -   , -   ," (78,533)",0
U69478,69478,Holy Family Lutheran," 1,57,661 ", -   ," (1,57,661)", -   , -   , -   ," 7,087 ", -   , -   ," (1,57,661)",0
U69372,69372,Holy Trinity High School," 1,61,943 ", -   ," (1,61,943)", -   , -   , -   ," 32,845 ", -   , -   ," (1,61,943)",0
U49091,49091,Hope College Prep HS," 1,40,744 ", -   ," (1,40,744)", 4 , -   , (4)," 10,91,803 ", 7 , -   ," (1,40,744)",0
U63031,63031,Hope Institute Learning Academy," 50,32,456 "," 41,97,541 "," (8,34,915)", 5 , 5 , -   ," 57,15,696 ", 4 , -   ," (8,34,915)",5
U69106,69106,Hope-Excel Reaching the World," 10,495 ", -   ," (10,495)", -   , -   , -   , 756 , -   , -   ," (10,495)",0
U22661,22661,Horace Greeley School," 61,08,470 "," 55,75,679 "," (5,32,792)", 53 , 52 , (1)," 59,04,726 ", 58 , -   ," (5,32,792)",52
U24331,24331,Horace Mann School," 40,63,279 "," 40,12,100 "," (51,179)", 38 , 39 , 2 ," 36,08,346 ", 37 , -   ," (51,179)",39
U63181,63181,Horizon Science Academy - Southwest Chicago Charter," 1,01,65,337 "," 1,04,17,602 "," 2,52,265 ", 4 , 4 , -   ," 91,90,592 ", 4 , -   ," 2,52,265 ",4
U46171,46171,Hyde Park Career Academy," 1,02,90,365 "," 1,03,11,868 "," 21,503 ", 88 , 91 , 3 ," 92,64,754 ", 89 , -   ," 21,503 ",91
U45221,45221,Hyman G. Rickover Naval Academy," 59,99,287 "," 60,85,717 "," 86,430 ", 50 , 53 , 3 ," 53,33,296 ", 48 , -   ," 86,430 ",53
U69537,69537,ICC Full Time School," 1,03,136 ", -   ," (1,03,136)", -   , -   , -   ," 19,470 ", -   , -   ," (1,03,136)",0
U69361,69361,Ida Crown Jewish Academy High School," 46,530 ", -   ," (46,530)", -   , -   , -   ," 52,949 ", -   , -   ," (46,530)",0
U69139,69139,Immaculate Conception School," 1,10,087 ", -   ," (1,10,087)", -   , -   , -   ," 5,754 ", -   , -   ," (1,10,087)",0
U69042,69042,Immaculate Conception School (North Park )," 2,15,353 ", -   ," (2,15,353)", -   , -   , -   , -   , -   , -   ," (2,15,353)",0
U69140,69140,Immaculate Conception School (W. Talcott)," 1,66,344 ", -   ," (1,66,344)", -   , -   , -   ," 2,399 ", -   , -   ," (1,66,344)",0
U70140,70140,Independent Schools Of Chicago," 9,09,173 ", -   ," (9,09,173)", -   , -   , -   ," 14,63,334 ", -   , -   ," (9,09,173)",0
U55151,55151,Infinity Math Science and Technology High School," 50,56,138 "," 49,17,580 "," (1,38,557)", 40 , 40 , -   ," 44,50,691 ", 41 , -   ," (1,38,557)",40
U12510,12510,Information & Technology Services," 13,57,34,600 "," 10,08,68,426 "," (3,48,66,173)", 145 , 145 , -   ," 10,11,09,825 ", 145 , -   ," (3,48,66,173)",145
U13610,13610,Innovation and Incubation," 38,55,414 "," 37,87,105 "," (68,309)", 24 , 24 , -   ," 44,03,728 ", 18 , -   ," (68,309)",24
U10320,10320,Inspector General," 59,49,397 "," 65,42,957 "," 5,93,560 ", 50 , 56 , 6 ," 59,49,405 ", 49 , -   ," 5,93,560 ",56
U66921,66921,Instituto - Justice Lozano," 18,13,744 "," 16,75,900 "," (1,37,844)", -   , 2 , 2 ," 14,44,849 ", -   , -   ," (1,37,844)",2
U63131,63131,Instituto Health Sciences Career Academy," 97,72,382 "," 95,65,687 "," (2,06,695)", -   , 6 , 6 ," 1,05,07,225 ", -   , -   ," (2,06,695)",6
U63132,63132,Instituto Justice and Leadership Academy Charter HS, -   , -   , -   , -   , -   , -   ," 2,500 ", -   , -   , -   ,0
U29191,29191,Inter-American Magnet School," 74,71,951 "," 72,60,632 "," (2,11,319)", 68 , 69 , 1 ," 73,10,645 ", 69 , -   ," (2,11,319)",68.5
U69179,69179,Interculture Montessori," 71,145 ", -   ," (71,145)", -   , -   , -   ," 11,150 ", -   , -   ," (71,145)",0
U10450,10450,Intergovernmental Relations," 11,95,503 "," 14,08,729 "," 2,13,226 ", 7 , 8 , 1 ," 11,90,448 ", 7 , -   ," 2,13,226 ",8
U66691,66691,Intrinsic School," 1,51,14,307 "," 1,55,66,887 "," 4,52,580 ", 6 , 6 , -   ," 1,33,22,668 ", 6 , -   ," 4,52,580 ",6
U22641,22641,Ira F Aldridge Elementary School," 33,72,816 "," 32,95,411 "," (77,405)", 34 , 34 , 1 ," 26,93,942 ", 27 , -   ," (77,405)",34
U22441,22441,Irene C. Hernandez Middle School for the Advancement of the Sciences," 1,03,93,963 "," 99,57,443 "," (4,36,519)", 89 , 90 , 1 ," 89,77,540 ", 90 , -   ," (4,36,519)",90
U24931,24931,Irma C Ruiz School," 72,36,867 "," 69,88,575 "," (2,48,292)", 63 , 66 , 3 ," 67,69,308 ", 68 , -   ," (2,48,292)",65.5
U26251,26251,Irvin C Mollison School," 40,98,163 "," 40,08,953 "," (89,210)", 36 , 35 , (1)," 37,05,241 ", 35 , -   ," (89,210)",35
U24751,24751,Isabell C O'Keeffe School," 69,01,712 "," 67,37,985 "," (1,63,727)", 69 , 72 , 3 ," 62,71,117 ", 72 , -   ," (1,63,727)",71.5
U69010,69010,Islamic Community Center of IL," 37,472 ", -   ," (37,472)", -   , -   , -   , -   , -   , -   ," (37,472)",0
U23341,23341,J W Von Goethe School," 74,39,499 "," 71,03,999 "," (3,35,499)", 74 , 75 , 1 ," 66,88,630 ", 75 , -   ," (3,35,499)",74.5
U26061,26061,Jackie R Robinson School," 22,30,805 "," 23,43,255 "," 1,12,451 ", 21 , 22 , 1 ," 18,70,277 ", 21 , -   ," 1,12,451 ",22
U22211,22211,Jacob Beidler School," 46,28,665 "," 44,29,545 "," (1,99,120)", 44 , 43 , (1)," 40,85,239 ", 41 , -   ," (1,99,120)",43
U49081,49081,Jacqueline B Vaughn Occupational High School," 73,77,053 "," 80,89,902 "," 7,12,849 ", 86 , 90 , 4 ," 65,74,484 ", 80 , -   ," 7,12,849 ",90
U23161,23161,James B Farnsworth School," 78,24,272 "," 78,50,465 "," 26,193 ", 75 , 77 , 2 ," 67,89,764 ", 70 , -   ," 26,193 ",77
U24471,24471,James B Mcpherson Elementary School," 1,02,24,213 "," 98,14,091 "," (4,10,122)", 101 , 103 , 2 ," 92,63,403 ", 100 , -   ," (4,10,122)",103
U29181,29181,James E Mcdade Classical School," 27,34,135 "," 25,72,929 "," (1,61,206)", 23 , 24 , 1 ," 20,81,890 ", 20 , -   ," (1,61,206)",23.5
U22261,22261,James G Blaine School," 93,92,721 "," 85,02,279 "," (8,90,442)", 87 , 82 , (6)," 89,69,422 ", 79 , -   ," (8,90,442)",81.5
U46051,46051,James H Bowen High School," 52,425 ", -   ," (52,425)", -   , -   , -   , -   , -   , -   ," (52,425)",0
U23681,23681,James Hedges School," 73,35,432 "," 66,62,208 "," (6,73,224)", 67 , 67 , -   ," 62,15,040 ", 64 , -   ," (6,73,224)",66.5
U24301,24301,James Madison School," 34,62,367 "," 34,85,201 "," 22,834 ", 28 , 28 , -   ," 28,79,348 ", 24 , -   ," 22,834 ",28
U24531,24531,James Monroe School," 91,65,667 "," 85,04,497 "," (6,61,170)", 80 , 78 , (2)," 80,86,064 ", 74 , -   ," (6,61,170)",78
U25601,25601,James N Thorp Elementary School," 50,21,592 "," 52,95,256 "," 2,73,664 ", 49 , 56 , 7 ," 43,40,090 ", 45 , -   ," 2,73,664 ",55.5
U24791,24791,James Otis School," 66,61,829 "," 63,04,118 "," (3,57,711)", 66 , 64 , (2)," 58,39,744 ", 66 , -   ," (3,57,711)",64
U22991,22991,James R Doolittle Jr Elementary School," 36,64,046 "," 36,17,006 "," (47,041)", 34 , 36 , 2 ," 31,23,223 ", 32 , -   ," (47,041)",36
U24251,24251,James Russell Lowell Elementary School," 59,27,848 "," 59,41,799 "," 13,951 ", 62 , 59 , (3)," 53,16,832 ", 58 , -   ," 13,951 ",58.5
U25361,25361,James Shields Elementary School," 77,01,620 "," 67,03,365 "," (9,98,255)", 71 , 66 , (6)," 74,22,984 ", 74 , -   ," (9,98,255)",65.5
U27091,27091,James Shields Middle School," 73,10,610 "," 65,59,398 "," (7,51,211)", 61 , 61 , -   ," 62,57,928 ", 61 , -   ," (7,51,211)",61
U25711,25711,James Wadsworth School," 66,09,037 "," 64,06,117 "," (2,02,920)", 67 , 63 , (4)," 57,85,130 ", 61 , -   ," (2,02,920)",63
U25751,25751,James Ward Elementary School," 65,39,930 "," 62,59,599 "," (2,80,331)", 56 , 59 , 3 ," 51,86,468 ", 47 , -   ," (2,80,331)",59
U26231,26231,James Weldon Johnson Elementary School of Excellence," 43,38,432 "," 41,63,233 "," (1,75,198)", 42 , 45 , 3 ," 38,25,594 ", 42 , -   ," (1,75,198)",44.5
U24651,24651,Jane A Neil School," 67,30,773 "," 70,84,037 "," 3,53,264 ", 80 , 81 , 1 ," 59,08,380 ", 76 , -   ," 3,53,264 ",81
U22021,22021,Jane Addams School," 75,90,695 "," 69,33,356 "," (6,57,339)", 63 , 62 , (1)," 67,48,201 ", 62 , -   ," (6,57,339)",62
U22201,22201,Jean Baptiste Beaubien School," 1,01,62,754 "," 95,91,786 "," (5,70,968)", 88 , 90 , 2 ," 85,95,549 ", 80 , -   ," (5,70,968)",90
U29341,29341,Jensen Scholastic Academy School," 51,05,803 "," 49,61,880 "," (1,43,923)", 44 , 44 , -   ," 43,79,834 ", 43 , -   ," (1,43,923)",44
U31071,31071,Jesse Owens Community Academy, -   , -   , -   , -   , -   , -   , 44 , -   , -   , -   ,0
U23351,23351,Jesse Owens Elementary Community Academy," 57,92,832 "," 57,77,800 "," (15,031)", 58 , 59 , 1 ," 46,78,236 ", 48 , -   ," (15,031)",59
U25351,25351,Jesse Sherwood School," 46,29,505 "," 43,44,595 "," (2,84,910)", 39 , 40 , 1 ," 37,30,731 ", 35 , -   ," (2,84,910)",40
U69314,69314,Joan Dachs Bais Yaakov Elem," 5,88,805 ", -   ," (5,88,805)", -   , -   , -   ," 1,62,777 ", -   , -   ," (5,88,805)",0
U25731,25731,John A Walsh Elementary School," 53,27,365 "," 54,13,437 "," 86,072 ", 52 , 51 , (1)," 46,30,245 ", 45 , -   ," 86,072 ",50.5
U23011,23011,John B Drake School," 48,36,805 "," 45,92,161 "," (2,44,644)", 45 , 44 , (1)," 43,77,900 ", 43 , -   ," (2,44,644)",44
U24621,24621,John B Murphy School," 65,83,314 "," 65,03,160 "," (80,154)", 58 , 60 , 2 ," 54,73,690 ", 55 , -   ," (80,154)",60
U22141,22141,John Barry Elementary School," 67,48,666 "," 60,94,635 "," (6,54,031)", 60 , 59 , (1)," 61,98,868 ", 62 , -   ," (6,54,031)",59
U22481,22481,John C Burroughs School," 54,11,443 "," 51,99,869 "," (2,11,574)", 47 , 49 , 2 ," 44,43,231 ", 44 , -   ," (2,11,574)",48.5
U22821,22821,John C Coonley School," 99,94,862 "," 87,21,358 "," (12,73,504)", 91 , 83 , (8)," 87,43,845 ", 92 , -   ," (12,73,504)",82.5
U23001,23001,John C Dore School," 84,39,651 "," 86,42,738 "," 2,03,087 ", 83 , 90 , 7 ," 72,80,924 ", 75 , -   ," 2,03,087 ",89.5
U23481,23481,John C Haines School," 65,68,140 "," 62,21,533 "," (3,46,607)", 55 , 56 , 1 ," 57,75,981 ", 57 , -   ," (3,46,607)",56
U25381,25381,John D Shoop Elementary School," 58,69,966 "," 58,96,525 "," 26,559 ", 55 , 57 , 2 ," 48,24,689 ", 43 , -   ," 26,559 ",56.5
U23041,23041,John F Eberhart School," 1,30,39,780 "," 1,25,12,589 "," (5,27,191)", 110 , 115 , 5 ," 1,14,83,809 ", 115 , -   ," (5,27,191)",115
U46201,46201,John F Kennedy High School," 1,78,45,021 "," 1,64,94,849 "," (13,50,173)", 157 , 151 , (6)," 1,63,25,788 ", 159 , -   ," (13,50,173)",151
U23221,23221,John Fiske School," 64,26,725 "," 61,79,204 "," (2,47,521)", 57 , 58 , 1 ," 50,72,947 ", 50 , -   ," (2,47,521)",57.5
U26141,26141,John Foster Dulles Elementary School of Excellence," 73,26,463 "," 75,03,347 "," 1,76,883 ", 75 , 77 , 2 ," 66,34,014 ", 71 , -   ," 1,76,883 ",76.5
U25861,25861,John Greenleaf Whittier School," 30,90,387 "," 30,35,147 "," (55,240)", 28 , 29 , 1 ," 27,15,637 ", 27 , -   ," (55,240)",28.5
U23441,23441,John Gregory School," 53,25,576 "," 51,91,296 "," (1,34,280)", 50 , 51 , 1 ," 40,89,997 ", 39 , -   ," (1,34,280)",51
U23511,23511,John H Hamline Elementary School," 73,14,335 "," 71,09,757 "," (2,04,578)", 74 , 75 , 1 ," 61,21,430 ", 67 , -   ," (2,04,578)",75
U24071,24071,John H Kinzie Elementary School," 91,89,283 "," 90,23,292 "," (1,65,991)", 85 , 87 , 2 ," 79,64,145 ", 80 , -   ," (1,65,991)",87
U29311,29311,John H Vanderpoel Magnet School," 33,95,809 "," 33,21,703 "," (74,106)", 29 , 29 , -   ," 31,17,139 ", 30 , -   ," (74,106)",28.5
U23581,23581,John Harvard Elementary School of Excellence," 52,74,544 "," 56,84,248 "," 4,09,704 ", 59 , 63 , 4 ," 41,12,115 ", 44 , -   ," 4,09,704 ",63
U31111,31111,John Hay Community Academy School," 44,14,661 "," 44,04,649 "," (10,012)", 41 , 44 , 3 ," 39,05,227 ", 39 , -   ," (10,012)",44
U29251,29251,John J. Pershing East Magnet School," 63,92,815 "," 62,12,084 "," (1,80,731)", 54 , 56 , 2 ," 53,94,147 ", 54 , -   ," (1,80,731)",56
U24361,24361,John L Marsh School," 89,48,736 "," 85,71,221 "," (3,77,515)", 81 , 82 , 1 ," 75,33,250 ", 76 , -   ," (3,77,515)",81.5
U24821,24821,John M Palmer School," 82,65,867 "," 77,86,831 "," (4,79,036)", 71 , 70 , (1)," 71,87,680 ", 68 , -   ," (4,79,036)",70
U25411,25411,John M Smyth Elementary School," 65,67,410 "," 64,90,390 "," (77,020)", 65 , 66 , 1 ," 59,84,789 ", 66 , -   ," (77,020)",66
U47041,47041,John Marshall Metropolitan High School," 46,77,901 "," 43,29,110 "," (3,48,792)", 42 , 40 , (2)," 41,82,165 ", 42 , -   ," (3,48,792)",40
U25451,25451,John Spry Community School," 61,97,346 "," 54,69,863 "," (7,27,483)", 54 , 52 , (2)," 55,14,362 ", 58 , -   ," (7,27,483)",52
U26201,26201,John T Mccutcheon School," 61,25,043 "," 64,16,183 "," 2,91,140 ", 63 , 71 , 8 ," 52,99,380 ", 63 , -   ," 2,91,140 ",70.5
U24971,24971,John T Pirie Fine Arts & Academic Center School," 39,52,574 "," 37,81,692 "," (1,70,882)", 34 , 34 , -   ," 33,88,857 ", 30 , -   ," (1,70,882)",34
U22801,22801,John W Cook Elementary School," 52,53,211 "," 49,53,492 "," (2,99,719)", 47 , 45 , (2)," 42,29,165 ", 43 , -   ," (2,99,719)",45
U23301,23301,John W Garvy School," 75,19,743 "," 71,07,157 "," (4,12,586)", 62 , 63 , 1 ," 69,19,986 ", 62 , -   ," (4,12,586)",63
U25831,25831,John Whistler Elementary School," 45,03,933 "," 46,07,845 "," 1,03,913 ", 41 , 44 , 3 ," 39,94,936 ", 41 , -   ," 1,03,913 ",43.5
U26751,26751,Johnnie Colemon School," 33,20,063 "," 34,12,549 "," 92,485 ", 28 , 30 , 2 ," 27,95,474 ", 26 , -   ," 92,485 ",30
U22471,22471,Jonathan Burr Elementary School," 48,40,336 "," 46,45,142 "," (1,95,194)", 41 , 42 , 1 ," 39,82,268 ", 38 , -   ," (1,95,194)",42
U25241,25241,Jonathan Y Scammon School," 72,21,463 "," 68,88,957 "," (3,32,507)", 64 , 62 , (2)," 62,62,224 ", 62 , -   ," (3,32,507)",62
U22811,22811,Jordan Community School," 61,42,452 "," 61,57,949 "," 15,498 ", 61 , 61 , -   ," 51,64,076 ", 57 , -   ," 15,498 ",61
U31261,31261,Jose De Diego Community Academy," 77,73,278 "," 74,26,799 "," (3,46,480)", 80 , 78 , (3)," 70,26,545 ", 79 , -   ," (3,46,480)",77.5
U23411,23411,Josefa Ortiz De Dominguez Elementary School," 64,31,366 "," 64,93,008 "," 61,642 ", 62 , 66 , 4 ," 59,04,359 ", 60 , -   ," 61,642 ",65.5
U25991,25991,Joseph Brennemann School," 56,55,527 "," 57,26,335 "," 70,808 ", 63 , 64 , 1 ," 46,86,189 ", 58 , -   ," 70,808 ",63.5
U23311,23311,Joseph E Gary School," 1,07,76,176 "," 1,01,44,565 "," (6,31,611)", 104 , 100 , (4)," 99,01,658 ", 109 , -   ," (6,31,611)",100
U23961,23961,Joseph Jungman School," 65,96,005 "," 52,68,406 "," (13,27,599)", 52 , 51 , (1)," 52,80,738 ", 48 , -   ," (13,27,599)",51
U23251,23251,Joseph Kellman Corporate Community School," 36,28,870 "," 34,79,731 "," (1,49,139)", 31 , 31 , -   ," 32,84,924 ", 30 , -   ," (1,49,139)",31
U24241,24241,Joseph Lovett School," 43,97,639 "," 41,15,959 "," (2,81,680)", 37 , 36 , (1)," 38,31,837 ", 36 , -   ," (2,81,680)",36
U25761,25761,Joseph Warren Elementary School," 30,34,625 "," 31,35,391 "," 1,00,766 ", 30 , 30 , -   ," 25,33,442 ", 26 , -   ," 1,00,766 ",30
U24231,24231,Josephine C Locke School," 1,36,27,605 "," 1,26,16,046 "," (10,11,559)", 118 , 118 , -   ," 1,20,71,421 ", 118 , -   ," (10,11,559)",118
U69375,69375,Josephinum High School," 99,200 ", -   ," (99,200)", -   , -   , -   ," 3,741 ", -   , -   ," (99,200)",0
U23991,23991,Joshua D Kershaw Elementary School," 42,98,197 "," 46,40,100 "," 3,41,903 ", 42 , 46 , 5 ," 37,19,305 ", 36 , -   ," 3,41,903 ",46
U24961,24961,Josiah L Pickard School," 57,58,495 "," 56,04,739 "," (1,53,756)", 52 , 53 , 1 ," 51,18,554 ", 50 , -   ," (1,53,756)",53
U24021,24021,Joyce Kilmer School," 1,00,35,008 "," 1,00,35,534 ", 526 , 96 , 98 , 2 ," 87,84,629 ", 84 , -   , 526 ,98
U23851,23851,Julia Ward Howe School," 48,49,235 "," 46,50,067 "," (1,99,169)", 50 , 49 , (1)," 44,02,398 ", 52 , -   ," (1,99,169)",49
U66031,66031,KIPP Academy Chicago Campus," 69,87,482 "," 75,17,922 "," 5,30,440 ", 4 , 4 , -   ," 55,75,796 ", 2 , -   ," 5,30,440 ",4
U66261,66261,KIPP Ascend Charter School," 1,08,64,114 "," 1,09,93,149 "," 1,29,036 ", 3 , 3 , -   ," 93,20,100 ", 3 , -   ," 1,29,036 ",3
U66032,66032,KIPP One Academy," 1,01,45,261 "," 1,12,43,147 "," 10,97,886 ", -   , -   , -   ," 94,45,036 ", -   , -   ," 10,97,886 ",0
U66931,66931,KIPP-Bloom," 76,77,023 "," 85,22,817 "," 8,45,794 ", -   , 4 , 4 ," 57,03,009 ", -   , -   ," 8,45,794 ",4
